title,url,release_date,critic_score,audience_score,release_year,title_clean,id,popularity,vote_count,vote_average,overview
Love Story,https://www.rottentomatoes.com/m/love_story,"Released Dec 16, 1970",63.0,75.0,1970.0,love story,9062,3.7068,728,6.8,"Harvard Law student Oliver Barrett IV and music student Jennifer Cavilleri share a chemistry they cannot deny - and a love they cannot ignore. Despite their opposite backgrounds, the young couple put their hearts on the line for each other. When they marry, Oliver's wealthy father threatens to disown him. Jenny tries to reconcile the Barrett men, but to no avail."
Billy Jack,https://www.rottentomatoes.com/m/billy_jack,"Released May 1, 1971",63.0,63.0,1971.0,billy jack,21142,0.9895,77,6.0,"Ex-Green Beret hapkido expert saves wild horses from being slaughtered for dog food and helps protect a desert ""freedom school"" for runaways."
Godspell,https://www.rottentomatoes.com/m/godspell,"Released Mar 21, 1973",63.0,71.0,1973.0,godspell,43158,1.3131,43,6.7,"In modern-day New York City, John the Baptist calls out to a group of young men and women to learn from the teachings of Jesus. Through song and dance, they relive Christ's crucifixion."
The Mephisto Waltz,https://www.rottentomatoes.com/m/mephisto_waltz,1971,63.0,43.0,1971.0,the mephisto waltz,40158,2.4953,72,5.938,"A frustrated pianist himself, music journalist Myles Clarkson is thrilled to interview virtuoso Duncan Ely. Duncan, however, is terminally ill and not much interested in Myles until noticing that Myles' hands are ideally suited for piano. Suddenly, he can't get enough of his new friend, and Myles' wife, Paula, becomes suspicious of Duncan's intentions. Her suspicions grow when Duncan dies and Myles mysteriously becomes a virtuoso overnight."
The Liberation of L.B. Jones,https://www.rottentomatoes.com/m/liberation_of_lb_jones,"Released Mar 18, 1970",63.0,92.0,1970.0,the liberation of lb jones,95556,0.8316,26,5.9,"A successful African American businessman has a quarrel with a white policeman, suspecting that he is having an affair with his wife. The policeman's colleagues are seeking to avoid publicity."
Scream and Scream Again,https://www.rottentomatoes.com/m/scream_and_scream_again,1970,63.0,28.0,1970.0,scream and scream again,42594,1.3355,105,5.3,A serial killer who drains his victims for blood is on the loose and London police follow him to a house owned by an eccentric scientist.
Mary Queen of Scots,https://www.rottentomatoes.com/m/mary_queen_of_scots,"Released Dec 21, 2018",62.0,41.0,2018.0,mary queen of scots,457136,3.1066,1932,6.559,"In 1561, Mary Stuart, widow of the King of France, returns to Scotland, reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England, because she has a legitimate claim to the English throne. Betrayals, rebellions, conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power, until their tragic fate is finally fulfilled."
Support Your Local Gunfighter,https://www.rottentomatoes.com/m/support_your_local_gunfighter,"Released May 26, 1971",62.0,61.0,1971.0,support your local gunfighter,18287,0.926,90,6.6,A con artist arrives in a mining town controlled by two competing companies. Both companies think he's a famous gunfighter and try to hire him to drive the other out of town.
The Music Lovers,https://www.rottentomatoes.com/m/music_lovers,"Released Jan 24, 1971",61.0,74.0,1971.0,the music lovers,72899,0.8155,53,6.5,"Composer, conductor and teacher Peter Ilych Tchaikovsky struggles against his homosexual tendencies by marrying, but unfortunately, he chooses wacky nymphomaniac Nina, whom he is unable to satisfy."
They Might Be Giants,https://www.rottentomatoes.com/m/they_might_be_giants,"Released Jun 9, 1971",61.0,74.0,1971.0,they might be giants,27841,0.7813,57,7.0,"After the death of his wife, retired judge Justin Playfair creates a fantasy world for himself in which he is the legendary detective Sherlock Holmes, even dressing like the character. Out of concern for Justin's money more than his health, his brother Blevins puts him under the care of psychiatrist Dr. Mildred Watson. As Dr. Watson grows fond of Justin, she begins to play along with his theories, eventually becoming an assistant in his investigations."
The New Centurions,https://www.rottentomatoes.com/m/new_centurions,1972,60.0,63.0,1972.0,the new centurions,37608,1.2675,73,6.6,"An idealistic rookie cop joins the LAPD to make ends meet while finishing law school, and is indoctrinated by a seasoned veteran. As time goes on, he loses his ambitions and family as police work becomes his entire life."
Ben,https://www.rottentomatoes.com/m/ben,"Released Jun 23, 1972",60.0,38.0,1972.0,ben,42476,1.7576,134,5.9,"A lonely boy becomes good friends with Ben, a rat. This rat is also the leader of a pack of vicious killer rats, killing lots of people."
The Mack,https://www.rottentomatoes.com/m/mack,1973,60.0,85.0,1973.0,the mack,29515,1.05,64,6.375,"A recently-released convict becomes the most powerful pimp in Oakland, but tragedy ensues when his activities draw the ire of two corrupt cops and the crime lord he once worked for."
Hannie Caulder,https://www.rottentomatoes.com/m/hannie_caulder,1971,60.0,54.0,1971.0,hannie caulder,31283,2.1121,131,6.191,"After she's raped by the outlaw trio who murdered her husband, a frontierswoman hires a bounty hunter to instruct her in the ways of a gun in order to exact her revenge."
Gordon's War,https://www.rottentomatoes.com/m/gordons_war,"Released Aug 9, 1973",60.0,47.0,1973.0,gordons war,43077,0.502,3,5.7,"A black soldier comes home to Harlem after a tour in Vietnam and discovers that his wife had become a heroin addict and died of an overdose. Infuriated, he gathers three of his ex-GI buddies and they lay out plans to fight the drug dealers."
The Stone Killer,https://www.rottentomatoes.com/m/stone_killer,1973,60.0,42.0,1973.0,the stone killer,26202,0.8469,89,6.14,A Los Angeles detective is sent to New York where he must solve a case involving an old Sicilian Mafia family feud.
Scorpio,https://www.rottentomatoes.com/m/scorpio,"Released Apr 19, 1973",59.0,40.0,1973.0,scorpio,42738,1.5238,114,6.1,"Cross is an old hand at the CIA who often teams up with Frenchman Jean “Scorpio” Laurier, a gifted freelance operative. After their last mission together, the CIA orders Scorpio to eliminate Cross, leaving him no choice but to obey."
Dr. Phibes Rises Again,https://www.rottentomatoes.com/m/dr_phibes_rises_again,"Released Jul 5, 1972",59.0,57.0,1972.0,dr phibes rises again,18250,1.2451,152,6.3,"The eminent Dr. Phibes awakens from a decade of suspended animation and heads to Egypt with the corpse of his dead wife, which he intends to resurrect by murdering people in strange and heinous ways."
The Mackintosh Man,https://www.rottentomatoes.com/m/mackintosh_man,1973,58.0,44.0,1973.0,the mackintosh man,32627,1.6191,105,6.1,"A member of British Intelligence assumes a fictitious criminal identity and allows himself to be caught, imprisoned, and freed in order to infiltrate a spy organization and expose a traitor; only, someone finds him out and exposes him to the gang..."
Shaft's Big Score!,https://www.rottentomatoes.com/m/shafts_big_score,1972,58.0,46.0,1972.0,shafts big score,493,0.7861,79,6.0,John Shaft is back as the lady-loved black detective cop on the search for the murderer of a client.
"Drive, He Said",https://www.rottentomatoes.com/m/drive_he_said,1971,57.0,21.0,1971.0,drive he said,57215,0.7727,24,5.7,"Hector is a star basketball player for the College basketball team he plays for, the Leopards. His girlfriend, Olive, doesn't know whether to stay with him or leave him. And his friend, Gabriel, who may have dropped out from school and become a protestor, wants desperately not to get drafted for Vietnam."
Games,https://www.rottentomatoes.com/m/games,1967,57.0,48.0,1967.0,games,76875,1.1088,37,6.1,A mysterious woman in black moves in with married Manhattan thrill-seekers and helps one trick the other.
Too Late the Hero,https://www.rottentomatoes.com/m/too_late_the_hero,1970,57.0,70.0,1970.0,too late the hero,31935,1.2032,72,6.4,"A WWII film set on a Pacific island. Japanese and allied forces occupy different parts of the island. When a group of British soldiers are sent on a mission behind enemy lines, things don't go exactly to plan. This film differs in that some of the 'heroes' are very reluctant, but they come good when they are pursued by the Japanese who are determined to prevent them returning to base."
Fortune and Men's Eyes,https://www.rottentomatoes.com/m/fortune_and_mens_eyes,1971,57.0,53.0,1971.0,fortune and mens eyes,173805,0.1493,13,5.4,"Smitty, a young man sentenced to six months in prison for marijuana possession eventually becomes the sexual subordinate of another inmate, Rocky."
Von Richthofen and Brown,https://www.rottentomatoes.com/m/von_richthofen_and_brown,1971,56.0,35.0,1971.0,von richthofen and brown,84285,0.8162,42,6.214,"Spend time on both sides of World War I, partly with German flying ace Baron Manfred Von Richthofen (John Phillip Law), aka ""The Red Baron,"" and his colorful ""flying circus"" of Fokker fighter planes, during the time from his arrival at the war front to his death in combat. On the other side is Roy Brown of the Royal Air Force, sometimes credited with shooting Richthofen down."
Boxcar Bertha,https://www.rottentomatoes.com/m/boxcar_bertha,"Released Jun 13, 1972",56.0,33.0,1972.0,boxcar bertha,22784,1.5952,244,5.8,"""Boxcar"" Bertha Thompson, a transient woman in Arkansas during the violence-filled Depression of the early '30s, meets up with rabble-rousing union man ""Big"" Bill Shelly and the two team up to fight the corrupt railroad establishment."
Payday,https://www.rottentomatoes.com/m/payday,1973,56.0,78.0,1973.0,payday,80911,0.5596,18,5.9,"Country singer Maury Dann lives life in the fast lane, counting on his rakish charm and raw talent to excuse his reckless behavior. Touring on the road in the rural south with his dedicated manager, his loyal driver and his long-suffering girlfriend, Maury seduces groupies, brawls and breaks the law, brashly relying on his team to cover for him. Heedlessly alienating all those who care for him, Maury blindly keeps the pedal to the metal."
The Horror of Frankenstein,https://www.rottentomatoes.com/m/horror_of_frankenstein,1970,55.0,40.0,1970.0,the horror of frankenstein,3145,0.9055,86,5.855,"Brilliant but arrogant scientist Victor Frankenstein builds a man from spare body parts, only for the monster to come alive and wreak havoc."
What's the Matter With Helen?,https://www.rottentomatoes.com/m/whats_the_matter_with_helen,"Released Jun 30, 1971",55.0,41.0,1971.0,whats the matter with helen,42530,0.5832,43,5.8,"Two middle-aged women move to Hollywood, California after their sons are convicted of a notorious murder and open a dance school for children eager to tap their way to stardom."
Tora! Tora! Tora!,https://www.rottentomatoes.com/m/tora_tora_tora,"Released Sep 23, 1970",55.0,81.0,1970.0,tora tora tora,11165,3.109,590,7.2,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words used by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War."
Taste the Blood of Dracula,https://www.rottentomatoes.com/m/taste_the_blood_of_dracula,1970,54.0,54.0,1970.0,taste the blood of dracula,29748,1.3672,186,6.04,"Three elderly distinguished gentlemen are searching for some excitement in their boring borgoueis lives and gets in contact with one of count Dracula's servants. In a nightly ceremony they restore the count back to life. The three men killed Dracula's servant and as a revenge, the count makes sure that the gentlemen are killed one by one by their own sons."
The Mechanic,https://www.rottentomatoes.com/m/mechanic,"Released Jan 28, 2011",53.0,51.0,2011.0,the mechanic,27582,5.2004,3556,6.529,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code requiring professional perfection and total detachment. One of an elite group of assassins, Bishop may be the best in the business - with a unique talent for cleanly eliminating targets. When Harry McKenna, his close friend and mentor, is murdered, Harry's son comes to him with vengeance in his heart and a desire to learn Bishop's trade, signaling the birth of a deadly partnership."
Man of La Mancha,https://www.rottentomatoes.com/m/man_of_la_mancha,"Released Dec 11, 1972",53.0,71.0,1972.0,man of la mancha,45793,1.2457,68,6.5,"In the 16th century, poet, playwright and part-time actor Miguel de Cervantes has been arrested, together with his manservant, by the Spanish Inquisition. They're accused of presenting an entertainment offensive to the Inquisition. Inside the huge dungeon into which they have been cast, the other inmates gang up on Cervantes and his manservant, staging a mock trial, with the intention of stealing or burning his possessions. Cervantes wishes to desperately save a manuscript he carries with him and stages, with costumes, makeup, and the participation of the other prisoners, an unusual defense—the story of Don Quixote."
Conquest of the Planet of the Apes,https://www.rottentomatoes.com/m/conquest_of_the_planet_of_the_apes,"Released Jun 30, 1972",52.0,46.0,1972.0,conquest of the planet of the apes,1688,2.5842,1066,6.158,"In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity."
Play It as It Lays,https://www.rottentomatoes.com/m/play_it_as_it_lays,1972,50.0,53.0,1972.0,play it as it lays,84796,0.6209,21,5.9,"Burned-out B-movie actress Maria, depressed and frustrated with her loveless marriage to an ambitious film director, Carter Lang, who would rather work on his career than on his relationship with her, numbs herself with drugs and sex with strangers. Only her friendship with a sensitive gay movie producer, B.Z., offers a semblance of solace. But even that relationship proves to be fleeting amidst the empty decadence of Hollywood."
Scars of Dracula,https://www.rottentomatoes.com/m/scars_of_dracula,1970,50.0,44.0,1970.0,scars of dracula,34479,1.5451,190,5.959,"The Prince of Darkness casts his undead shadow once more over the cursed village of Kleinenberg when his ashes are splashed with bat's blood and Dracula is resurrected. And two innocent victims search for a missing loved one... loved to death by Dracula's mistress. But after they discover his blood-drained corpse in Dracula's castle necropolis, the Vampire Lord's lustful vengeance begins."
Pocket Money,https://www.rottentomatoes.com/m/pocket_money,1972,50.0,31.0,1972.0,pocket money,45512,0.8451,31,5.4,"Broke and in debt, an otherwise honest cowboy and his buddy get mixed up in some shady dealings with a crooked cattle dealer."
Joe Hill,https://www.rottentomatoes.com/m/joe_hill,1971,50.0,89.0,1971.0,joe hill,74746,0.3237,26,6.6,"In the early 20th-century, the legendary Joe Hill emigrates with his brother to the United States. However, after a short time, he loses touch with his brother. After a few jobs but struck by all the injustice and tragedy, he becomes active in the forbidden IWW (Industrial Workers of the World), a union for workers without trades. It is forbidden to demonstrate and speak in public but Joe finds a loophole by singing his manifests with the Salvation Army. As his allies grow, so do his enemies."
Zachariah,https://www.rottentomatoes.com/m/zachariah,1971,50.0,39.0,1971.0,zachariah,65134,0.6275,18,5.1,A blacksmith and an amateur gunslinger embark on journey through the west together but soon separate and have surreal experiences of their own.
Kid Blue,https://www.rottentomatoes.com/m/kid_blue,1973,50.0,62.0,1973.0,kid blue,154073,0.5369,17,6.9,"Bickford Waner, an apparently naive young man from Fort Worth, arrives in the tiny Texas town of Dime Box and takes on a variety of menial jobs. He's befriended by Reese Ford and his wife Molly, but before long Molly has seduced Bickford. Only with the arrival of Bickford's former girlfriend Janet Conforto is it revealed that Bickford is actually the notorious train robber Kid Blue. Humiliated by a scandal arising from his affair with his friend's wife, Bickford gives up on going straight and plots a crime."
Steelyard Blues,https://www.rottentomatoes.com/m/steelyard_blues,"Released Jan 31, 1973",50.0,31.0,1973.0,steelyard blues,74057,0.5505,21,5.0,A group of misfits who want to find a happier life somewhere out of society decide to leave town on a PBY flying boat. The problem is that their transport needs a lot of work before they can fly it.
Travels With My Aunt,https://www.rottentomatoes.com/m/travels_with_my_aunt,"Released Dec 17, 1972",50.0,47.0,1972.0,travels with my aunt,5183,1.0444,40,5.9,"At his mother's funeral, stuffy bank clerk Henry Pulling meets his Aunt Augusta, an elderly eccentric with more-than-shady dealings who pulls him along on a whirlwind adventure as she attempts to rescue an old lover."
Ryan's Daughter,https://www.rottentomatoes.com/m/ryans_daughter,"Released Nov 9, 1970",47.0,73.0,1970.0,ryans daughter,38953,1.5326,168,7.1,"In the wake of the 1916 Easter Rising, a married schoolteacher in a small Irish village has an affair with a troubled British officer."
The Grissom Gang,https://www.rottentomatoes.com/m/grissom_gang,1971,46.0,70.0,1971.0,the grissom gang,79645,0.6991,37,6.6,"Violent crime caper set in 1930s Kansas in which a gang kidnap an heiress and attempt to recover a ransom. However, the scheme is jeopardised when the leader falls in love with their beautiful captive."
Blacula,https://www.rottentomatoes.com/m/blacula,"Released Apr 25, 1972",46.0,44.0,1972.0,blacula,30566,1.0723,174,5.5,"An 18th century African prince is turned into a vampire while visiting Transylvania. Two centuries later, he rises from his coffin attacking various residents of Los Angeles and meets Tina, a woman who he believes is the reincarnation of his deceased wife."
Night Watch,https://www.rottentomatoes.com/m/night_watch,"Released Oct 10, 1973",44.0,67.0,1973.0,night watch,40387,1.8516,42,6.2,A woman recovering from a nervous breakdown tries to convince her husband and and the local London police that she has witnessed a murder in the abandoned house next door.
The Great White Hope,https://www.rottentomatoes.com/m/great_white_hope,"Released Oct 16, 1970",43.0,67.0,1970.0,the great white hope,17978,0.5867,34,6.2,A black champion boxer and his white female companion struggle to survive while the white boxing establishment looks for ways to knock him down.
House of Dark Shadows,https://www.rottentomatoes.com/m/house_of_dark_shadows,"Released Oct 28, 1970",43.0,70.0,1970.0,house of dark shadows,71943,0.758,82,6.5,Barnabas Collins searches for a cure for vampirism in order to marry a woman resembling his long-lost fiancée Josette.
Cromwell,https://www.rottentomatoes.com/m/cromwell,"Released Oct 26, 1970",43.0,69.0,1970.0,cromwell,31675,1.7108,97,6.557,"Disgusted with the policies of King Charles I, Oliver Cromwell plans to take his family to the New World. But on the eve of their departure, Cromwell is drawn into the tangled web of religion and politics that will result in the English Civil War."
The Last House on the Left,https://www.rottentomatoes.com/m/the_last_house_on_the_left,"Released Mar 13, 2009",43.0,52.0,2009.0,the last house on the left,18405,5.5767,1934,6.5,"When athletic teen Mari Collingwood opts to hang out with her friend Paige in town rather than spend an evening in with her parents vacationing at the family's remote lake house, it marks the beginning of a night no one is going to forget."
And Now the Screaming Starts,https://www.rottentomatoes.com/m/and_now_the_screaming_starts,"Released Apr 27, 1973",40.0,43.0,1973.0,and now the screaming starts,42455,0.8793,68,5.919,"In the late 18th century, two newlyweds move into the stately mansion of the Fengriffen family. The young bride is victim of terrifying visions and apparitions, threatening her very sanity. A London psychiatrist comes to her help and uncovers the terrible secret that haunts the estate."
Darling Lili,https://www.rottentomatoes.com/m/darling_lili,"Released Jun 24, 1970",40.0,69.0,1970.0,darling lili,42586,0.8917,36,5.5,"World War I. Lili Smith is a beloved British music hall singer, often providing inspiration for the British and French troops and general populace singing rallying patriotic songs. She is also half German and is an undercover German spy, using her feminine wiles to gather information from the high ranking and generally older military officers and diplomats she seduces."
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,https://www.rottentomatoes.com/m/who_is_harry_kellerman_and_why_is_he_saying_those_terrible_things_about_me,"Released Jun 15, 1971",40.0,33.0,1971.0,who is harry kellerman and why is he saying those terrible things about me,91607,0.4654,19,4.6,"Hugely successful but impossibly neurotic songwriter Georgie Soloway is sliding into a mid-life crisis. He believes that all of his past romantic relationships have been destroyed not by his own failings but by the interference of the mysterious Harry Kellerman. Family, friends, and his psychiatrist cannot give him the help he seeks. When his father is diagnosed with a terminal illness, Georgie begins spending more and more time flying his personal aircraft, distancing himself physically, emotionally, and mentally from the real world."
"Unman, Wittering and Zigo",https://www.rottentomatoes.com/m/unman_wittering_and_zigo,1971,40.0,82.0,1971.0,unman wittering and zigo,110419,0.5294,19,6.8,"A new schoolteacher learns that the previous teacher was killed by his students, and he fears the same fate will befall him."
Hitler: The Last Ten Days,https://www.rottentomatoes.com/m/hitler_the_last_ten_days,"Released May 9, 1973",38.0,55.0,1973.0,hitler the last ten days,47536,1.287,38,6.118,"Hitler: The Last Ten Days takes us into the depths of der Furher’s Berlin bunker during his final days. Based on the book by Gerhard Boldt, it provides a bleak look at the goings-on within, and without."
Soldier Blue,https://www.rottentomatoes.com/m/soldier_blue,"Released Aug 12, 1970",38.0,71.0,1970.0,soldier blue,14384,1.7152,219,6.8,"After a cavalry group is massacred by the Cheyenne, only two survivors remain: Honus, a naive private devoted to his duty, and Cresta, a young woman who had lived with the Cheyenne two years and whose sympathies lie more with them than with the US government. Together, they must try to reach the cavalry's main base camp. As they travel onward, Honus is torn between his growing affection for Cresta."
Beneath the Planet of the Apes,https://www.rottentomatoes.com/m/beneath_the_planet_of_the_apes,"Released May 26, 1970",37.0,38.0,1970.0,beneath the planet of the apes,1685,3.9076,1451,6.145,"The sole survivor of an interplanetary rescue mission lands on the planet of the apes, and uncovers a horrible secret beneath the surface."
Sleuth,https://www.rottentomatoes.com/m/sleuth,"Released Oct 12, 2007",36.0,51.0,2007.0,sleuth,4520,1.9623,581,6.3,"Locked in a high-tech English manor, bound in a deadly duel of wits, Andrew Wyke and Milo Tindle come together as English gentlemen to discuss the matter of Wyke's wife: the woman both are sleeping with."
Battle for the Planet of the Apes,https://www.rottentomatoes.com/m/battle_for_the_planet_of_the_apes,"Released Jun 15, 1973",36.0,30.0,1973.0,battle for the planet of the apes,1705,2.7076,1039,5.684,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale."
Let's Scare Jessica to Death,https://www.rottentomatoes.com/m/lets_scare_jessica_to_death,1971,36.0,50.0,1971.0,lets scare jessica to death,16154,0.9444,187,6.2,"Newly released from a mental ward, Jessica hopes to return to life the way it was before her nervous breakdown. But when Jessica moves to a country house with her husband and a close friend, she finds a mysterious girl living in there. Jessica's terror and paranoia resurface as evil forces surround her."
Getting Straight,https://www.rottentomatoes.com/m/getting_straight,1970,33.0,41.0,1970.0,getting straight,42588,0.7707,36,6.2,"Graduate student Harry Bailey was once one of the most visible undergraduate activists on campus, but now that he's back studying for his master's, he's trying to fly right. Trouble is, the campus is exploding with various student movements, and Harry's girlfriend, Jan, is caught up in most of them. As Harry gets closer to finishing his degree, he finds his iconoclastic attitude increasingly aligned with the students rather than the faculty."
Little Fauss and Big Halsy,https://www.rottentomatoes.com/m/little_fauss_and_big_halsy,1970,33.0,47.0,1970.0,little fauss and big halsy,44721,0.7138,28,5.9,The friendship between two Arizona dirt bike racers is tested when they both lust for an attractive runaway young woman who joins them on the racing circuit.
Ludwig,https://www.rottentomatoes.com/m/ludwig,"Released Mar 8, 1973",33.0,89.0,1973.0,ludwig,3478,1.1076,180,7.4,"Historical evocation of Ludwig, king of Bavaria, from his crowning in 1864 until his death in 1886, as a romantic hero. Fan of Richard Wagner, betrayed by him, in love with his cousin Elisabeth of Austria, abandoned by her, tormented by his homosexuality, he will little by little slip towards madness."
The Groundstar Conspiracy,https://www.rottentomatoes.com/m/groundstar_conspiracy,1972,33.0,67.0,1972.0,the groundstar conspiracy,72114,0.5504,21,6.1,"A break-in and sabotage attempt occurs at a top secret research institute and the culprit is cornered and captured. The problem is that he's been badly injured and claims to have lost his memory entirely. A cat-and-mouse game ensues between investigator Tuxan, the mystery intruder Welles and the people who sent him on the mission."
The Train Robbers,https://www.rottentomatoes.com/m/train_robbers,"Released Feb 7, 1973",33.0,58.0,1973.0,the train robbers,40682,0.9725,149,6.322,"A gunhand named Lane is hired by a widow, Mrs. Lowe, to find gold stolen by her deceased husband so that she may return it and clear the family name."
The Horsemen,https://www.rottentomatoes.com/m/the_horsemen,"Released Jul 24, 1971",30.0,57.0,1971.0,the horsemen,68659,0.579,23,6.3,"In Afghanistan, the ruthless sport of buzkashi is a game of great pride. When Uraz breaks his leg and loses a spirited match, he brings shame to his village, especially his father. After losing his leg below the knee, Uraz, to regain his honor, must learn to ride again and win with a special, one-of-a-kind horse."
Waterloo,https://www.rottentomatoes.com/m/waterloo,1970,30.0,83.0,1970.0,waterloo,33157,1.9194,221,7.1,"After defeating France and imprisoning Napoleon on Elba, ending two decades of war, Europe is shocked to find Napoleon has escaped and has caused the French Army to defect from the King back to him. The best of the British generals, the Duke of Wellington, beat Napolean's best generals in Spain and Portugal, but now must beat Napoleon himself with an Anglo Allied army."
Sssssss,https://www.rottentomatoes.com/m/sssssss,1973,30.0,26.0,1973.0,sssssss,70345,9.7101,109,5.1,"David, a college student, is looking for a job. He is hired by Dr. Stoner as a lab assistant for his research and experiments on snakes. David also begins to fall for Stoner's young daughter, Kristina. However, the good doctor has secretly brewed up a serum that can transform any man into a King Cobra snake-and he plans to use it on David."
The Heartbreak Kid,https://www.rottentomatoes.com/m/the_heartbreak_kid,"Released Oct 5, 2007",29.0,37.0,2007.0,the heartbreak kid,9038,4.0743,1734,5.748,"Eddie, the 40-year-old confirmed bachelor finally says ""I do"" to the beautiful and sexy Lila. But during their honeymoon in Mexico, the woman of his dreams turns out to be a total nightmare, and the guy who could never pull the trigger realizes he’s jumped the gun."
The Dunwich Horror,https://www.rottentomatoes.com/m/dunwich_horror,"Released Jan 14, 1970",29.0,29.0,1970.0,the dunwich horror,65891,0.8932,121,5.306,"Dr. Henry Armitage, an expert in the occult, goes to the old Whateley manor in Dunwich looking for Nancy Wagner, a student who went missing the previous night. He is turned away by Wilbur, the family's insidious heir, who has plans for the young girl. But Armitage won't be deterred. Through conversations with the locals, he soon unearths the Whateleys' darkest secret — as well as a great evil."
Hammersmith Is Out,https://www.rottentomatoes.com/m/hammersmith_is_out,1972,29.0,56.0,1972.0,hammersmith is out,85762,0.4902,7,5.7,The Faust legend retold (loosely) and applied to a mentally disturbed patient in a hospital run by a doctor of dubious sanity himself. The patient offers the innocent orderly vast riches if he'll help him escape.
No Blade of Grass,https://www.rottentomatoes.com/m/no_blade_of_grass,1970,29.0,42.0,1970.0,no blade of grass,21886,0.5356,42,5.2,"A strange new virus has appeared, which only attacks strains of grasses such as wheat and rice, and the world is descending into famine and chaos. Architect John, along with his family and friends, is making his way from London to his brother's farm in northern England where there will hopefully be food and safety for all of them."
Frogs,https://www.rottentomatoes.com/m/frogs,"Released Mar 10, 1972",28.0,24.0,1972.0,frogs,18274,1.0712,155,4.723,"Jason Crockett is an aging, grumpy, physically disabled millionaire who invites his family to his island estate for his birthday celebration. Pickett Smith is a free-lance photographer who is doing a pollution layout for an ecology magazine. Jason Crockett hates nature, poisoning anything that crawls on his property. On the night of his birthday the frogs and other members of nature begin to pay Crockett back."
Dracula A.D. 1972,https://www.rottentomatoes.com/m/dracula_ad_1972,1972,27.0,40.0,1972.0,dracula ad 1972,33020,1.2671,186,5.911,"Set in London in the early 1970's, supposedly for teen thrills, Johnny organises a black magic ceremony in a desolate churchyard. The culmination of the ritual, however, is the rejuvenation of Dracula from shrivelled remains. Johnny, Dracula' s disciple, lures victims to the deserted graveyard for his master's pleasure and one of the victims delivered is Jessica Van Helsing. Descended from the Van Helsing line of vampire hunters her grandfather, equipped with all the devices to snare and destroy the Count, confronts his arch enemy in the age-old battle between good and evil."
Myra Breckinridge,https://www.rottentomatoes.com/m/myra_breckinridge,"Released Jun 24, 1970",27.0,35.0,1970.0,myra breckinridge,40973,1.4901,48,4.5,"Myron Breckinridge flies to Europe to get a sex-change operation and is transformed into the beautiful Myra. She travels to Hollywood, meets up with her rich Uncle Buck and, claiming to be Myron's widow, demands money. Instead, Buck gives Myra a job in his acting school. There, Myra meets aspiring actor Rusty and his girlfriend, Mary Ann. With Myra as catalyst, the trio begin to outrageously expand their sexual horizons."
Walking Tall,https://www.rottentomatoes.com/m/walking_tall,"Released Apr 2, 2004",26.0,59.0,2004.0,walking tall,11358,4.4306,1637,6.312,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house."
Shamus,https://www.rottentomatoes.com/m/shamus,1973,25.0,40.0,1973.0,shamus,4989,1.1096,25,6.1,"Millions in diamonds are stolen from a New York City safe, and later the burglar is killed. Shamus is paid $10,000 by the owner to find the diamonds or the killer."
The Organization,https://www.rottentomatoes.com/m/organization,1971,25.0,29.0,1971.0,the organization,92272,0.7829,55,6.2,"After a group of young revolutionaries break into a company's corporate headquarters and steal $5,000,000 worth of heroin to keep it off the street, they call on San Francisco Police Lieutenant Virgil Tibbs for assistance."
"Tell Me That You Love Me, Junie Moon",https://www.rottentomatoes.com/m/tell_me_that_you_love_me_junie_moon,"Released May 11, 1970",22.0,12.0,1970.0,tell me that you love me junie moon,78355,0.5829,13,5.2,"The story of three wildly neurotic characters: a facially disfigured girl, a homosexual paraplegic, and an introvert epileptic who, after leaving the hospital, set up housekeeping together in a cottage where they support each other."
The Gang That Couldn't Shoot Straight,https://www.rottentomatoes.com/m/gang_that_couldnt_shoot_straight,"Released Dec 22, 1971",20.0,26.0,1971.0,the gang that couldnt shoot straight,59226,0.7211,23,5.0,A Brooklyn mobster and his gang try to rub out their rivals.
I Think I Love My Wife,https://www.rottentomatoes.com/m/i_think_i_love_my_wife,"Released Mar 16, 2007",19.0,41.0,2007.0,i think i love my wife,14434,0.8432,201,5.313,"Richard Cooper is a married man and father of two who is just plain bored with married life. Not getting any sex from his wife, he resorts to ogling random women on the street to the point that he takes lunch late to look at them. When old crush Nikki Tru visits his office to get a reference letter, she becomes obsessed with Cooper and they begin a complicated relationship."
